link,headline
b'https://coconut.co/',"b'Coconut: Cost-Effective, Robust Video Encoding Service & API'"
b'https://www.sephora.com/product/coconut-hydrating-lip-balm-P431846',b'Coconut Hydrating Lip Balm - Fresh | Sephora'
b'https://www.arcademics.com/games/coconuts',b'Coconut Vowels - Arcademic Skill Builders'
b'https://www.bbcgoodfood.com/howto/guide/ingredient-focus-coconut-milk',b'The health benefits of coconut milk | BBC Good Food'
b'https://www.coconutsfishcafe.com/',"b""Extraordinary to Perfection Food - Coconut's Fish Cafe, LLC"""
b'https://www.britannica.com/plant/coconut',"b'coconut | Description, Uses, & Facts | Britannica'"
b'https://www.coconutthaimn.com/',b'HOME | coconut-thai'
b'https://www.ncbi.nlm.nih.gov/pubmed/12715094',"b'Effect of mineral oil, sunflower oil, and coconut oil on prevention of ...'"
b'https://www.webmd.com/diet/features/coconut-oil-and-health',b'Coconut Oil Uses and Your Health'
b'https://www.simon.com/mall/coconut-point',"b'Welcome To Coconut Point\xc2\xae - A Shopping Center In Estero, FL - A ...'"
b'https://www.urbandictionary.com/define.php?term=coconut',b'coconut - Urban Dictionary'
b'https://www.hellococonutclub.com/',b'Coconut Club'
b'https://www.kyliecosmetics.com/products/coconut-lip-liner',b'Coconut | Lip Liner | Kylie Cosmetics by Kylie Jenner'
b'https://www.hermanmiller.com/products/seating/lounge-seating/nelson-coconut-lounge-chair/',b'Nelson Coconut - Lounge Chair - Herman Miller'
b'https://github.com/evhub/coconut',"b'evhub/coconut: Simple, elegant, Pythonic functional ... - GitHub'"
b'https://www.coconutyogachicago.com/',b'Coconut Yoga'
b'https://www.food.com/about/coconut-107',b'Coconut - Kitchen Dictionary - Food.com'
b'https://www.health.harvard.edu/staying-healthy/coconut-oil',b'Ask the doctor: Coconut oil and health - Harvard Health'
b'https://draxe.com/nutrition/coconut-oil-benefits/',"b'Coconut Oil Benefits, Nutrition and Popular Uses - Dr. Axe'"
b'https://www.coconutgrovechamber.com/',b'Coconut Grove Chamber of Commerce \xe2\x80\x93 Now more than ever ...'
b'https://coconutgrove.com/',b'Coconut Grove | Coconut Grove Miami'
b'https://www.seminolecoconutcreekcasino.com/',b'Seminole Casino Coconut Creek'
b'https://www.target.com/p/softsoap-liquid-hand-soap-refill-coconut-38-warm-ginger-50-fl-oz/-/A-75566351',b'Softsoap Liquid Hand Soap Refill Coconut & Warm Ginger - 50 Fl Oz ...'
b'https://www.nativecos.com/products/coconut-vanilla-deo-womens',b'Coconut & Vanilla \xe2\x80\x93 Native'
b'https://www.nytimes.com/2020/04/10/dining/coconut-macaroons-coronavirus.html',"b'Coconut Macaroons, Two Easy Ways - The New York Times'"
b'https://coconutmatter.com/',"b'Coconut Matter: Natural Beauty, Vegan, Zero Waste & Cruelty-free'"
b'https://www.cgaf.com/',b'Coconut Grove Art Festival'
b'https://zico.com/',b'ZICO Coconut Water'
b'https://foodfacts.mercola.com/coconut.html',b'What are Coconuts Good For? - Mercola.com'
b'https://www.missbcoconutclub.com/',"b""Miss B's Coconut Club - Restaurant in San Diego, CA"""
b'https://source.wustl.edu/2011/06/deep-history-of-coconuts-decoded/',b'Deep history of coconuts decoded | The Source | Washington ...'
b'https://www.coconutsoftware.com/',b'Coconut Software: Powering Human Engagements in a Digital World'
b'https://www.glossier.com/products/balm-dotcom',b'Balm Dotcom \xe2\x80\x93 Glossier'
b'https://minimalistbaker.com/how-to-make-coconut-whipped-cream/',b'Coconut Whipped Cream Recipe | Minimalist Baker Recipes'
b'https://koparibeauty.com/products/organic-coconut-melt',b'Coconut Melt | Organic & Unrefined Coconut Oil \xe2\x80\x93 Kopari Beauty'
b'https://www.bbc.co.uk/food/recipes/coconut_curry_sauce_77857',b'Coconut curry sauce recipe - BBC Food'
b'https://www.coconutbowls.com/',"b'Coconut Bowls - Made by Nature, Crafted by Hand | North America ...'"
b'https://coconutcollaborative.com/',b'Coconut Collaborative US'
b'https://dangfoods.com/',"b'Dang Foods - Dang Bar Keto Snack, Coconut Chips, Sticky-Rice Chips'"
b'https://www.theguardian.com/food/2018/oct/20/meera-sodha-courgette-cashew-coconut-subji-vegan-student-recipe',"b""Meera Sodha's vegan recipe for courgette, cashew and coconut subji"""
b'https://c2paint.com/products/coconut-c2-932',b'Coconut - C2-932 | C2 Paint'
b'https://cbayresort.com/',b'Coconut Bay Beach Resort & Spa: Premium All-Inclusive Resort St ...'
b'https://coconutsecret.com/pages/coconut-aminos-1',b'Soy sauce alternative - healthy replacement to soy sauce - Coconut ...'
b'https://stardewvalleywiki.com/Coconut',b'Coconut - Stardew Valley Wiki'
b'https://www.adagio.com/flavors/coconut.html',b'Coconut Tea'
b'https://wellnessmama.com/5734/coconut-oil/',"b'Coconut Oil: 101 Uses, Benefits & Why You Should Use It | Wellness ...'"
b'https://www.rti.org/impact/coconut-surveillance',b'Coconut Surveillance \xe2\x80\x93 Open-Source App for Malaria Control'
b'https://ohsheglows.com/2012/08/30/coconut-whipped-cream-a-step-by-step-photo-tutorial/',b'Coconut Whipped Cream: A Step-By-Step Photo Tutorial \xe2\x80\x93 Oh She ...'
b'https://shop.drbronner.com/white-kernel-organic-virgin-coconut-oil',"b""Organic White Kernel Virgin Coconut Oil | Dr. Bronner's"""
b'https://cookieandkate.com/how-to-make-coconut-bacon/',b'Coconut Bacon Recipe - Cookie and Kate'
b'https://www.marcjacobsbeauty.com/coconut-collection',b'Coconut Collection | Marc Jacobs Beauty'
b'https://www.lushusa.com/hair/shampoo-bars/coconut-rice-cake/9999909207.html',b'Coconut Rice Cake | Shampoo Bar | Lush Cosmetics'
b'https://www.candlescience.com/fragrance/mango-and-coconut-milk-fragrance-oil',b'Mango and Coconut Milk Fragrance Oil - CandleScience'
b'https://www.halfbakedharvest.com/creamy-coconut-lime-mojito/',b'Creamy Coconut Lime Mojito. - Half Baked Harvest'
b'https://www.vitacoco.com/',b'Coconut Water & Products | Nutrients and Coconut Benefits from ...'
b'https://getcoconut.com/',b'Coconut - The financial companion for self-employed people'
b'https://www.apple.com/retail/coconutpoint/',b'Coconut Point - Apple Store - Apple'
b'https://www.coconutkennys.com/',"b""Coconut Kenny's"""
b'https://www.huffpost.com/entry/coconut-oil-benefits_b_821453',b'Coconut Oil Benefits: When Fat Is Good For You | HuffPost'
b'https://nikkiscoconutbutter.com/',"b""Nikki's Coconut Butter"""
b'https://www.heb.com/category/shop/beverages/coconut-water/490015/490035',b'Coconut Water \xe2\x80\x91 Shop H\xe2\x80\x91E\xe2\x80\x91B Everyday Low Prices'
b'https://www.redlobster.com/menu/appetizers/parrot-isle-jumbo-coconut-shrimp-appetizer',b'Parrot Isle Jumbo Coconut Shrimp Appetizer | Red Lobster Seafood ...'
b'https://www.npr.org/sections/thesalt/2015/12/03/457124796/death-by-coconut-a-story-of-food-obsession-gone-too-far',b'Death By Coconut: A Story Of Food Obsession Gone Too Far : The ...'
b'https://www.banyanbotanicals.com/coconut-oil/',b'Organic Coconut Oil | Refined Coconut Oil for Skin and Hair ...'
b'https://www.costco.com/kirkland-signature-organic-virgin-coconut-oil%2C-84-fl-oz.product.100381413.html',"b'Kirkland Signature Organic Virgin Coconut Oil, 84 fl oz'"
b'https://www.mat.univie.ac.at/~neum/glopt/coconut/',b'COCONUT'
b'https://www.choczero.com/products/milk-chocolate-coconut-keto-bark',"b'Milk Chocolate Coconut Keto Bark - No Sugar, Low Carb \xe2\x80\x93 ChocZero'"
b'https://simple-veganista.com/coconut-bacon/',b'Coconut Bacon (Quick + Easy Recipe) - The Simple Veganista'
b'https://www.wholefoodsmarket.com/tips-and-ideas/archive/cooking-coconut-oil',b'Cooking with Coconut Oil | Whole Foods Market'
b'https://www.kingsdominion.com/explore/coconut-shores',b'Coconut Shores | Kings Dominion'
b'https://www.rxbar.com/shop/coconut-chocolate-protein-bars-box-of-12.html',b'Coconut Chocolate Protein Bars (12 Count) | RXBAR'
b'https://www.coconutcreekautomall.com/',"b'Coconut Creek Auto Mall | Hyundai, Subaru, Lincoln Dealership in ...'"
b'https://www.bobsredmill.com/organic-coconut-flour.html',"b""Buy Organic Coconut Flour | Bob's Red Mill"""
b'http://harmlessharvest.com/',b'Harmless Harvest | Organic Coconut Water & Beverages'
b'https://cooking.nytimes.com/recipes/1019772-spiced-chickpea-stew-with-coconut-and-turmeric',b'Spiced Chickpea Stew With Coconut and Turmeric Recipe - NYT ...'
b'https://www.firestonebeer.com/beers/products/coconut-merlin',b'Coconut Merlin - Firestone Walker Brewing Company'
b'https://www.capbeauty.com/products/the-coconut-butter',b'The Coconut Butter \xe2\x80\x93 CAP Beauty'
b'http://www.onecoconutwater.com/',b'O.N.E Coconut Water'
b'https://www.bathandbodyworks.com/c/body-care/cocoshea',b'CocoShea Coconut Moisturizing Skincare | Bath & Body Works'
