link,headline
b'https://twitter.com/hashtag/coconuts?lang=en',b'#coconuts hashtag on Twitter'
b'https://runescape.wiki/w/Coconut',b'Coconut - The RuneScape Wiki'
b'http://coconuts.is/',b'The Coconuts Sail Team'
b'https://hbr.org/2014/05/one-reason-cross-cultural-small-talk-is-so-tricky',b'One Reason Cross-Cultural Small Talk Is So Tricky'
b'https://www.nytimes.com/2009/09/27/fashion/27Coco.html',b'The Sipping Coconut Takes Over New York - The New York ... - NYC'
b'https://oldschool.runescape.wiki/w/Coconut',b'Coconut - OSRS Wiki'
b'https://www.themarysue.com/monty-python-holy-grail-coconuts/',b'Monty Python and the Holy Grail and Medieval English Coconut ...'
b'https://wherethecoconutsgrow.com/',b'Where The Coconuts Grow'
b'https://dangfoods.com/',"b'Dang Foods - Dang Bar Keto Snack, Coconut Chips, Sticky-Rice Chips'"
b'https://www.nationalgeographic.com/animals/2009/12/octopus-behavior-shelter-animals/',"b'""Bizarre"" Octopuses Carry Coconuts as Instant Shelters'"
b'https://www.onegreenplanet.org/environment/is-your-obsession-with-coconuts-harming-the-environment/',b'Is Your Obsession With Coconuts Harming the Environment? - One ...'
b'http://www.thecoconutthai.com/',"b""The Coconut on T \xe2\x80\x94 Sacramento's Best Thai Restaurant"""
b'https://www.akc.org/expert-advice/nutrition/can-dogs-eat-coconut/',b'Can Dogs Eat Coconut? \xe2\x80\x93 American Kennel Club'
b'https://www.livescience.com/46368-coconut-water-health-benefits.html',b'Why Coconut Water Could Replace Your Sports Drink | Live Science'
b'https://thecoconutcult.com/',b'The Coconut Cult | The Coconut Cult'
b'https://www.health.harvard.edu/staying-healthy/coconut-oil',b'Ask the doctor: Coconut oil and health - Harvard Health'
b'https://lulubuffett.com/gulf-shores/golden-coconuts-2/',"b""Golden Coconuts - LuLu's"""
b'https://emojipedia.org/coconut/',b'\xf0\x9f\xa5\xa5 Coconut Emoji'
b'https://www.coconutbowls.com/',"b'Coconut Bowls - Made by Nature, Crafted by Hand | North America ...'"
b'https://cbayresort.com/',b'Coconut Bay Beach Resort & Spa: Premium All-Inclusive Resort St ...'
b'https://www.hsph.harvard.edu/nutritionsource/food-features/coconut-oil/',b'Coconut Oil | The Nutrition Source | Harvard T.H. Chan School of ...'
b'https://edis.ifas.ufl.edu/mg043',b'HS40/MG043: The Coconut Palm in Florida'
b'https://www.missbcoconutclub.com/',"b""Miss B's Coconut Club - Restaurant in San Diego, CA"""
b'https://www.casaybelresort.com/beachfront-dining/',b'Beachfront Dining - Casa Ybel Resort | Sanibel Island Resorts ...'
b'https://www.hellococonutclub.com/',b'Coconut Club'
b'https://www.coconutthaidining.com/',"b'Home - Coconut Thai Cuisine - Thai Restaurant in Statesboro, GA'"
b'https://blueplanetbiomes.org/coconut.php',b'Coconut Tree - Blue Planet Biomes'
b'https://coconutsecret.com/pages/health-secrets',"b'How coconuts prevent obesity, boosting you health - Coconut Secret'"
b'https://coconutwaikikihotel.com/',b'Family-Friendly Waikiki Boutique Hotel | Coconut Waikiki | Honolulu ...'
b'https://www.redcoconut.com/',b'Red Coconut RV Park'
b'https://www.webmd.com/food-recipes/features/truth-about-coconut-water',b'The Truth About Coconut Water'
b'http://paradise.docastaway.com/falling-coconut-deaths/',b'Falling coconut deaths | Coconut falling on head'
b'https://nutritionfacts.org/video/what-about-coconuts-coconut-milk-and-coconut-oil-mcts/',"b'What About Coconuts, Coconut Milk, & Coconut Oil MCTs ...'"
b'https://en.wiktionary.org/wiki/coconut',b'coconut - Wiktionary'
b'https://www.coconutcondos.com/',b'Coconut Condos: Maui Best Vacation Rentals | Premium resort ...'
b'http://harmlessharvest.com/',b'Harmless Harvest | Organic Coconut Water & Beverages'
b'https://cafecoconutcove.com/',"b'Caf\xc3\xa9 Coconut Cove - German Cuisine in Melbourne Beach, FL'"
b'https://www.boredpanda.com/how-to-turn-a-coconut-into-a-jewel/',b'How To Turn A Coconut Into A Jewel'
b'https://www.merriam-webster.com/dictionary/coconut',b'Coconut | Definition of Coconut by Merriam-Webster'
b'https://www.science20.com/fish_feet/t_rex_ate_coconuts',b'T. Rex Ate Coconuts | Science 2.0'
b'https://www.mayoclinic.org/healthy-lifestyle/nutrition-and-healthy-eating/expert-answers/coconut-water/faq-20207812',b'Coconut water: Healthy drink or marketing scam? - Mayo Clinic'
b'https://www.melissas.com/Sweet-Young-Coconut-p/220.htm',b'Sweet Young Coconut'
b'https://www.brokencoconutnyc.com/',b'Broken Coconut'
