link,headline
b'https://sallytomatoes.com/',"b'Sally Tomatoes Sonoma County Catering, Event Space, Restaurant'"
b'https://cooking.nytimes.com/topics/our-best-tomato-recipes',b'Our Best Tomato Recipes - NYT Cooking'
b'https://gardeningsolutions.ifas.ufl.edu/plants/edibles/vegetables/tomatoes.html',"b'Tomatoes - Gardening Solutions - University of Florida, Institute of ...'"
b'https://tomato-timer.com/',b'Tomato Timer'
b'http://hottomatoespizza.com/',b'Hot Tomatoes Pizza Williamstown & Pittsfield MA'
b'https://www.bbc.com/news/science-environment-25885756',b'Genetically-modified purple tomatoes heading for shops - BBC News'
b'https://www.wired.com/story/behind-the-scenes-rotten-tomatoes/',b'Behind the Scenes at Rotten Tomatoes | WIRED'
b'https://www.wired.com/story/behind-the-scenes-rotten-tomatoes/',b'Behind the Scenes at Rotten Tomatoes | WIRED'
b'https://www.rhs.org.uk/advice/grow-your-own/vegetables/tomatoes',b'How to grow tomatoes / RHS Gardening'
b'https://www.amazon.com/Hunts-Diced-Tomatoes-Salt-Added/dp/B00DUW6S2Y',"b""Hunt's Diced Tomatoes No Salt Added, Keto Friendly ... - Amazon.com"""
b'https://naturesweet.com/',b'NatureSweet: Tomatoes Raised Right'
b'https://whatscookingamerica.net/tomato.htm',"b'Tomatoes, History Of Tomatoes, Whats Cooking America'"
b'https://www.marthastewart.com/313371/baked-penne-with-chicken-and-sun-dried-t',b'Baked Penne with Chicken and Sun-Dried Tomatoes | Martha Stewart'
b'http://www.gardening.cornell.edu/homegardening/sceneea10.html',b'Tomatoes'
b'http://tomatoesapizza.com/',"b'Tomatoes APIZZA \xe2\x80\x93 Authentic, Neapolitan via New Haven-Style coal ...'"
b'https://www.seedsavers.org/category/tomato',b'Heirloom Tomato Seeds | Seed Savers Exchange'
b'https://www.health.harvard.edu/blog/lycopene-rich-tomatoes-linked-to-lower-stroke-risk-201210105400',b'Lycopene-rich tomatoes linked to lower stroke risk - Harvard Health ...'
b'https://www.akc.org/expert-advice/nutrition/can-dogs-eat-tomatoes/',b'Can Dogs Eat Tomatoes?'
b'https://www.nature.com/articles/s41598-017-00578-x',b'Rapid generation of a transgene-free powdery mildew resistant ...'
b'https://www.greatbritishchefs.com/ingredients/tomato-recipes',"b'Tomato Recipes: Tomato Curry, Pasta, Gazpacho - Great British Chefs'"
b'https://www.bhg.com/gardening/plant-dictionary/vegetable/tomato/',b'Tomato | Better Homes & Gardens'
b'https://www.scientificamerican.com/article/case-against-heirloom-tomatoes/',b'How to Grow a Better Tomato: The Case against Heirloom Tomatoes ...'
b'https://variety.com/2020/digital/news/tiger-king-most-popular-tv-show-netflix-1203548202/',"b""'Tiger King' Ranks as TV's No. 1 Most Popular Show on Rotten ..."""
b'https://thethreetomatoes.com/',"b""The Three Tomatoes - The Insider's Guide for women who aren't kids"""
b'https://www.harrisseeds.com/collections/tomato',b'Tomato Seeds - Buy Tomato Seeds from Top Vegetable Seed ...'
b'http://yesto.com/catalog/collections/tomatoes/',b'Yes To Tomatoes | Catalog'
b'https://modernfarmer.com/2015/03/grow-your-own-tomatoes-part-1-starting-seed-indoors/',"b'How to Grow Your Own Tomatoes, Part 1: Starting Seeds Indoors ...'"
b'https://www.mussandturners.com/bill-yoder-talks-heirloom-tomatoes/',"b""Bill Yoder Talks Heirloom Tomatoes - Muss & Turner's"""
b'https://www.ro-tel.com/',b'Delicious Tomatoes and Zesty Diced Green Chilies | RO-TEL'
b'https://www2.ipm.ucanr.edu/agriculture/tomato/',b'Tomato / Agriculture: Pest Management Guidelines / UC Statewide ...'
b'https://www.hunts.com/',"b""Great Meals Made From Hunt's Tomato Sauce Recipes"""
b'https://digitalcommons.usu.edu/cgi/viewcontent.cgi?article=1237&context=extension_curall',b'Tomatoes in the Garden'
b'https://www.mutti-parma.com/us/mutti-tomatoes',b'Mutti tomatoes'
b'https://hgic.clemson.edu/factsheet/tomato/',b'Tomato | Home & Garden Information Center'
b'https://www.muirglen.com/',"b'Muir Glen: Organic Tomato Sauce, Puree & Canned Tomatoes'"
b'https://www.bbcgoodfood.com/glossary/tomato',b'Tomato | BBC Good Food'
b'https://www.foodnetwork.com/topics/tomato',b'Tomato Recipes : Food Network | Food Network'
b'https://www.floridatomatoes.org/news-events/10-reasons-why-you-should-be-eating-more-tomatoes/',b'10 Reasons Why You Should Be Eating More Tomatoes | Florida ...'
b'https://stardewvalleywiki.com/Tomato',b'Tomato - Stardew Valley Wiki'
b'https://dictionary.cambridge.org/dictionary/english/tomato',b'TOMATO | meaning in the Cambridge English Dictionary'
b'https://www.cnn.com/2014/07/28/living/tomato-mayo-sandwich-eatocracy/index.html',b'The best sandwich in the universe - CNN'
b'https://web.extension.illinois.edu/veggies/tomato.cfm',b'Tomato - Vegetable Directory - Watch Your Garden Grow ...'
b'https://www.superseeds.com/collections/tomatoes',b'Tomato Seeds - Heirloom & Organic Varieties | Pinetree Garden ...'
b'https://www.heirloomtomatofarms.com/',"b'Heirloom Tomato Farms - Denver, Colorado'"
b'https://www.meijer.com/shop/en/produce/salads-dressings/salad-toppings/great-lakes-sun-dried-tomatoes-3-5-oz/p/8610130001',"b'Great Lakes Sun-Dried Tomatoes, 3.5 oz Salad Toppings | Meijer ...'"
b'https://www.producemarketguide.com/produce/tomatoes',b'Tomatoes | Produce Market Guide'
b'https://www.facebook.com/rottentomatoes/',b'Rotten Tomatoes - Home | Facebook'
b'https://sciencebob.com/is-a-tomato-a-fruit-or-a-vegetable/',b'Is a tomato a fruit or a vegetable? - ScienceBob.com'
b'https://www.tomatofest.com/what_is_heirloom_tomato_s/112.htm',b'What is an Heirloom Tomato?'
b'https://www.aspca.org/pet-care/animal-poison-control/toxic-and-non-toxic-plants/tomato-plant',b'Tomato Plant | ASPCA'
b'https://www.trueleafmarket.com/collections/tomato-vegetable-seed',b'Tomato - True Leaf Market'
b'https://www.imdb.com/title/tt0080391/',b'Attack of the Killer Tomatoes! (1978) - IMDb'
b'https://12tomatoes.com/',b'12 Tomatoes \xe2\x80\x93 12 Tomatoes is a new cooking and recipe ...'
b'https://redgoldtomatoes.com/',b'Red Gold Tomatoes'
b'https://hos.ifas.ufl.edu/public/kleeweb/newcultivars.html',b'Klee Lab Research'
b'http://www.juliennetomatoes.com/',b'Julienne Tomatoes Deli & Bakery - Petoskey Michigan ...'
b'https://www.atlasobscura.com/articles/when-tomatoes-were-blamed-for-witchcraft-and-werewolves',b'When Tomatoes Were Blamed For Witchcraft and Werewolves ...'
