link,headline
b'http://www.eatingwell.com/article/17769/5-health-benefits-of-an-apple/',b'5 Health Benefits of an Apple | EatingWell'
b'https://investor.apple.com/investor-relations/default.aspx',b'Apple - Investor Relations'
b'https://www.calorieking.com/us/en/foods/f/calories-in-fresh-fruits-apples-with-skin-raw/9PkqpzWLSwupYVk2vXG_pA',"b'Calories in Apples with Skin, raw | CalorieKing'"
b'https://www.icloud.com/',b'iCloud'
b'https://minecraft.gamepedia.com/Apple',b'Apple \xe2\x80\x93 Official Minecraft Wiki'
b'https://www.albemarleciderworks.com/',b'Albemarle Ciderworks & Vintage Virginia Apples'
b'https://mnhardy.umn.edu/varieties/fruit/apples',b'Apples | Minnesota Hardy'
b'https://www.applefcu.org/',"b""Home | Apple Federal Credit Union - Northern Virginia's Local Credit ..."""
b'https://www.applefcu.org/',"b""Home | Apple Federal Credit Union - Northern Virginia's Local Credit ..."""
b'https://school.apple.com/',b'Apple School Manager'
b'https://www.funbrain.com/games/apple-catch',b'Apple Catch - a game on Funbrain'
b'https://www.cnbc.com/quotes/?symbol=AAPL',"b'AAPL: Apple Inc - Stock Price, Quote and News - CNBC'"
b'https://apps.apple.com/us/app/apple-store/id375380948',b'\xe2\x80\x8eApple Store on the App Store'
b'https://www.applevacations.com/',b'Apple Vacations'
b'http://beakandskiff.com/',b'Beak and Skiff Apple Orchards'
b'https://www.nytimes.com/2012/04/29/business/apples-tax-strategy-aims-at-low-tax-states-and-nations.html',"b""Apple's Tax Strategy Aims at Low-Tax States and Nations - The New ..."""
b'https://chilesfamilyorchards.com/orchards/carter-mountain-orchard/',b'Carter Mountain Orchard | Chiles Family Orchards'
b'https://www.applebank.com/',b'Apple Bank | New York Bank | Personal & Business Banking'
b'https://www.theverge.com/2020/4/15/21221918/iphone-se-announcement-apple-price-specs-release-date-features',b'iPhone SE 2020: Apple announces new $399 phone - The Verge'
b'https://www.shabbyapple.com/',"b'Shabby Apple - Dresses Online, Dresses for Women \xe2\x80\x93 ShabbyApple'"
b'https://www.appleannies.com/',"b""Apple Annie's Pick-your-own Fruit Orchards, Produce Farm, and ..."""
b'https://applehill.com/',b'Apple Hill | Official Site'
b'https://www.raysapplemarkets.com/',"b""Ray's Apple Markets"""
b'https://www.macrumors.com/',b'MacRumors: Apple Mac iPhone Rumors and News'
b'https://cantonapples.com/',b'Canton Apples'
b'https://loveapplefarm.com/',b'Love Apple Farm'
b'https://www.appleharvest.com/',b'National Apple Harvest Festival'
b'https://www.greenapplebooks.com/',"b'Green Apple Books | REAL {books, people, local}'"
b'https://www.greenapplebooks.com/',"b'Green Apple Books | REAL {books, people, local}'"
b'https://www.osfhealthcare.org/blog/apples-keep-more-than-doctor-away/',b'Apples keep more than the doctor away | OSF HealthCare'
b'https://bigapplebagels.com/',b'Big Apple Bagels'
b'https://fdc.nal.usda.gov/fdc-app.html',b'4'
b'https://www.ncapplefestival.org/',"b'NC Apple Festival : Labor Day Weekend, Hendersonville'"
b'https://www.applescrapple.com/',"b'Apple Scrapple Festival - Bridgeville, Delaware'"
b'https://www.jamba.com/smoothies',b'Smoothie Menu: Jamba Juice Smoothie Menu'
b'https://sweetlandorchard.com/applesandpears',b'Apples & Pears \xe2\x80\x94 Sweetland Orchard'
b'https://robinettes.com/',"b""Welcome to Robinette's Apple Haus & Winery - Robinettes"""
b'https://twitter.com/applesandsnakes?lang=it',b'Apples and Snakes (@ApplesAndSnakes) | Twitter'
b'https://twitter.com/applesandsnakes?lang=it',b'Apples and Snakes (@ApplesAndSnakes) | Twitter'
b'https://www.verizonwireless.com/smartphones/apple/',b'Apple Smartphones | Verizon Wireless'
b'https://www.georgiaapplefestival.org/',"b""Georgia Apple Festival | North Georgia's Biggest Celebration"""
b'https://www.hca.wa.gov/health-care-services-supports/apple-health-medicaid-coverage',b'Apple Health (Medicaid) coverage | Washington State Health Care ...'
b'https://www.bestbuy.com/site/brands/apple/pcmcat128500050005.c?id=pcmcat128500050005',b'Apple Brand Store: Apple Products - Best Buy'
b'https://www.gravensteinapplefair.com/',"b'Gravenstein Apple Fair, the sweetest fair in Sonoma County'"
b'https://pitchfork.com/reviews/albums/fiona-apple-fetch-the-bolt-cutters/',b'Fiona Apple: Fetch the Bolt Cutters Album Review | Pitchfork'
b'https://www.morningstar.com/stocks/xnas/aapl/quote',b'Apple Inc (AAPL) Quote | Morningstar'
b'https://www.eckerts.com/how-to-dehydrate-apples-tips-for-making-dried-apples',b'How to Dehydrate Apples \xe2\x80\x93 Tips for Making Dried Apples'
b'https://shop.shoprite.com/store/d98f3954/pantry/soups-canned-goods/canned-fruit/apples',b'Apples'
b'https://open.spotify.com/artist/3g2kUQ6tHLLbmkV7T4GPtL',b'Fiona Apple on Spotify'
b'https://www.wired.com/tag/apple/',"b'Apple | Latest News, Photos & Videos | WIRED'"
b'https://bigapplecircus.com/',b'Big Apple Circus'
b'https://www.jenreviews.com/apples/',b'11 Health Benefits of Apples \xe2\x80\x93 Proven by Science (+ 5 Delicious ...'
b'https://www.goldenapple.org/',b'Golden Apple | Awards and Teacher Preparation Programs'
b'https://www.allrecipes.com/article/make-the-best-apple-fritters-ever/',"b'How to Make the Fluffiest, Crunchiest, Sweetest Apple Fritters Ever ...'"
b'https://dutchapple.com/',b'The Dutch Apple Dinner Theatre'
b'https://greenapple.org/',b'Green Apple Day of Service | International sustainability movement ...'
b'https://techcrunch.com/2018/02/16/sorry-apples-carpool-karaoke-gets-a-second-season/',"b""Sorry, Apple's 'Carpool Karaoke' gets a second season | TechCrunch"""
b'https://www.cdc.gov/media/releases/2020/s0327-statement-covid-19-apple-app.html',b'CDC Statement on COVID-19 Apple App | CDC Online Newsroom ...'
b'https://greenapple.org/',b'Green Apple Day of Service | International sustainability movement ...'
b'https://www.cdc.gov/media/releases/2020/s0327-statement-covid-19-apple-app.html',b'CDC Statement on COVID-19 Apple App | CDC Online Newsroom ...'
b'https://www.ci.apple-valley.mn.us/',"b'Apple Valley, MN - Official Website | Official Website'"
b'https://www.appleleisuregroup.com/',b'Apple Leisure Group'
b'https://www.applesandpears.nz/',b'New Zealand Apples & Pears'
b'http://www.badapplebar.com/',b'The Bad Apple'
b'https://www.applevalley.org/',"b'Apple Valley, CA | Home'"
b'https://9to5mac.com/',b'9to5Mac - Apple News & Mac Rumors Breaking All Day'
b'https://blog.google/inside-google/company-announcements/apple-and-google-partner-covid-19-contact-tracing-technology/',b'Apple and Google partner on COVID-19 contact tracing technology'
b'https://www.applefarm.com/',b'Apple Farm Inn: Charming Hotel in San Luis Obispo'
b'https://www.applefarm.com/',b'Apple Farm Inn: Charming Hotel in San Luis Obispo'
b'https://www.appleblossom.org/',b'Washington State Apple Blossom Festival'
b'https://www.applemountain.com/',b'Apple Mountain'
b'https://www.barrons.com/quote/stock/us/xnas/aapl',"b""Apple Inc. Stock Price (AAPL) | Barron's"""
b'https://www.appleford.com/',"b'Baltimore New & Used Ford & Lincoln Dealer Columbia, MD | Apple ...'"
b'https://www.littleapplebrewery.com/',b'Little Apple Brewing Company: Takeout and Curbside Service'
b'https://fontawesome.com/icons/apple',b'Apple Icon | Font Awesome'
b'https://www.linkedin.com/company/apple/jobs',b'Apple | LinkedIn'
b'https://newyorknewyork.mgmresorts.com/en/entertainment/the-big-apple-coaster-and-arcade.html',b'The Big Apple Coaster - New York-New York Hotel & Casino'
b'https://theoatmeal.com/comics/apple',"b""What it's like to own an Apple product - The Oatmeal"""
