link,headline
b'https://www.npr.org/sections/thesalt/2016/06/14/481932829/moon-of-the-faith-a-history-of-the-apricot-and-its-many-pleasures',"b""'Moon Of The Faith:' A History Of The Apricot And Its Many Pleasures ..."""
b'https://www.brewdog.com/usa/cosmic-crush-apricot',b'OverWorks-Cosmic Crush Apricot--6'
b'https://www.universalyums.com/product/dr-gerard-apricot-sponge-cake',b'Dr. Gerard Apricot Sponge Cake - Universal Yums'
b'https://www.lacroixwater.com/flavors/apricot/',b'Natural LaCroix Apricot flavored Sparkling Water'
b'https://www.imdb.com/title/tt1655566/',b'Apricot (2009) - IMDb'
b'https://besamecosmetics.com/products/apricot-rouge',b'Apricot Cream Rouge | Classic Elegance Meets Modern Beauty ...'
b'https://www.purplecarrot.com/plant-based-recipes/sticky-apricot-seitan-with-green-beans-quinoa-speckled-rice',b'Sticky Apricot Seitan with Green Beans & Quinoa Speckled Rice'
b'https://www.losaltoshistory.org/events/apricot-stem-fair-2/',b'Apricot STEM Fair | Events | Los Altos History Museum'
b'https://www.medicalnewstoday.com/articles/apricot-benefits',b'Apricot: Health benefits and nutritional value'
b'https://www.facebook.com/ApricotLaneLouisville/',"b'Apricot Lane Louisville - Louisville, Kentucky | Facebook'"
b'https://www.altamonte.org/953/Project-APRICOT',"b'Project APRICOT | Altamonte Springs, FL - Official Website'"
b'https://shopsatlegacy.com/shops/detail/apricot-lane',b'Apricot Lane Boutique | The Shops at Legacy'
b'https://www.apricotvet.com/',"b'Apricot Veterinary Clinic: Veterinarian in Patterson, CA'"
b'https://apricotfiesta.com/',b'Apricot Fiesta'
b'https://www.trilliumbrewing.com/beers/apricot-soak',b'Apricot Soak | Trillium'
b'https://beekman1802.com/products/apricot-honey-lip-balm',b'Apricot & Honey Tea Lip Balm \xe2\x80\x93 Beekman 1802'
b'https://shop.bigspoonroasters.com/products/new-apricot-pepita-nut-butter-bars-case-of-12',b'NEW Apricot Pepita Nut Butter Bars - Case of 12 - Big Spoon Roasters'
b'https://www.walmart.com/ip/Hello-Bello-Baby-Lotion-Vanilla-Apricot-8-5-fl-oz/692421487',"b'Hello Bello Baby Lotion, Vanilla Apricot, 8.5 fl oz - Walmart.com ...'"
b'https://www.froghollow.com/products/apricot-conserve',b'Organic Apricot Conserve - Frog Hollow Farm'
b'https://www.theguardian.com/food/2019/jun/17/apricot-salad-recipe-burrata-kale-crunchy-seeds-thomasina-miers',"b""Thomasina Miers' Californian apricot salad \xe2\x80\x93 recipe | The Simple Fix ..."""
b'https://www.patagoniaprovisions.com/products/apricot-almond-bar-12-pack',b'Organic Apricot & Almond Energy Bars | Patagonia Provisions'
b'https://www.pbs.org/food/recipes/wobbly-apricot-tart/',b'Wobbly Apricot Tart Recipe | PBS Food'
b'https://www.bonappetit.com/ingredient/apricot',b'Apricot Recipes & Menu Ideas | Bon Appetit'
b'https://www.shortoftheweek.com/2010/05/16/apricot/',b'Apricot by Ben Briand | Short Film'
b'https://www.bbc.co.uk/food/recipes/apricot_and_almond_tart_08381',b'Apricot and almond tart recipe - BBC Food'
