link,headline
b'https://www.mcdowellnews.com/news/images-truck-carrying-watermelons-catches-fire-on-i/article_736981fe-6b74-11e9-b8a5-53333ec313b8.html',b'IMAGES: Truck carrying watermelons catches fire on I-40 | News ...'
b'https://slate.com/news-and-politics/2011/07/watermelon-seeds-what-s-the-difference-between-the-white-and-black-ones.html',"b""Watermelon seeds: What's the difference between the white and ..."""
b'https://nowthisnews.com/videos/food/square-watermelon-is-a-thing-in-japan-but-theyre-just-for-show',"b""Square Watermelon Is a Thing in Japan \xe2\x80\x94 But They're Just for Show ..."""
b'https://lundsandbyerlys.com/dulcinea-personal-sized-watermelons-enjoy-a-taste/',b'Lunds & Byerlys dulcinea-personal-sized-watermelons-enjoy-a-taste'
b'https://www.scienceworld.ca/stories/how-do-seedless-watermelons-get-way/',b'How do seedless watermelons get that way? - Science World'
b'https://extension2.missouri.edu/m173',b'High Tunnel Melon and Watermelon Production | MU Extension'
b'https://www.foxnews.com/us/north-carolina-watermelon-thiefs-getaway',"b""Suspected NC watermelon thief's getaway foiled by mud | Fox News"""
b'https://www.cnn.com/2001/WORLD/asiapcf/east/06/15/square.watermelon/index.html',b'Square Watermelons'
b'https://www.sciencedaily.com/releases/2009/05/090522180918.htm',b'Watermelons Tapped For Ethanol -- ScienceDaily'
b'https://www.21st-amendment.com/beers/hell-or-high-watermelon',b'Hell or High Watermelon - Wheat Beer brewed with Watermelons'
b'https://en.wiktionary.org/wiki/watermelon',b'watermelon - Wiktionary'
b'https://www.glowrecipe.com/products/glow-recipe-watermelon-glow-sleeping-mask',b'Watermelon Glow Sleeping Mask - Glow Recipe'
b'https://twitter.com/hashtag/watermelons?lang=en',b'#watermelons hashtag on Twitter'
b'https://www.newscientist.com/article/2204095-dna-from-mummys-tomb-reveals-ancient-egyptian-origins-of-watermelon/',"b""DNA from mummy's tomb reveals ancient Egyptian origins of ..."""
b'https://favy-jp.com/topics/519',"b""Japan's Densuke Watermelon: The Worlds Most Expensive | favy"""
b'https://www.roadsideamerica.com/story/30592',b'Watermelons'
b'https://www.fifteenspatulas.com/how-to-pick-a-superstar-watermelon/',b'How to Pick A Good Watermelon - Check the Field Spot'
b'http://newsite.watermelonthump.com/',b'Luling Watermelon Thump \xe2\x80\x93 Since 1954'
b'http://extensionpublications.unl.edu/assets/pdf/g1755.pdf',b'Growing Seedless (Triploid) Watermelons'
b'https://www.saveur.com/gallery/Varieties-of-Watermelon/',b'Varieties of Watermelon | Saveur'
b'https://www.instructables.com/id/Grow-a-square-watermelon/',b'Grow a Square Watermelon : 9 Steps (with Pictures) - Instructables'
b'https://www.treehugger.com/green-food/how-tell-if-watermelon-ripe.html',b'How to tell if a watermelon is ripe | TreeHugger'
b'https://www.therounduptx.com/events/watermelons-water-balloons/',b'Watermelons & Water balloons - The Roundup'
b'https://www.merriam-webster.com/dictionary/watermelon',b'Watermelon | Definition of Watermelon by Merriam-Webster'
b'https://www.meijer.com/shop/en/produce/fruit/melons/seedless-watermelon/p/4032',"b'Seedless Watermelon Melons | Meijer Grocery, Pharmacy, Home ...'"
b'https://www.durstorganicgrowers.com/watermelon',b'Watermelon \xe2\x80\x94 Durst Organic Growers'
b'https://www.goodhousekeeping.com/food-recipes/easy/g3691/watermelon-recipes-and-ideas/',b'50 Genius Things to Do with a Watermelon - Watermelon Hacks and ...'
b'https://www.britannica.com/plant/watermelon',b'Watermelon | fruit | Britannica'
b'https://thepumpkinfarm.com/watermelons',b'Watermelons'
b'https://kotaku.com/japan-has-more-than-just-square-watermelons-823476111',b'Japan Has More Than Just Square Watermelons'
b'https://www.foodnetwork.com/healthyeats/in-season/2009/08/in-season-watermelon',"b'In Season: Watermelon | Food Network Healthy Eats: Recipes, Ideas ...'"
