link,headline
b'https://www.kroger.com/p/avocado-large/0000000004225',"b'Avocado - Large, 1 ct - Kroger'"
b'https://loveonetoday.com/',b'Avocado Nutritional Information - Health Benefits of Avocado'
b'https://www.verywellfit.com/calories-in-an-avocado-3495640',b'Avocado Nutrition Facts and Health Benefits'
b'https://www.merriam-webster.com/dictionary/avocado',b'Avocado | Definition of Avocado by Merriam-Webster'
b'https://www.forbes.com/sites/michelinemaynard/2019/04/01/dont-worry-youll-still-be-able-to-buy-avocados-but-supplies-could-be-slimmer-than-normal/',"b""Don't Worry, You'll Still Be Able To Buy Avocados If Trump Shuts The ..."""
b'https://shop.raleys.com/shop/categories/5',"b""Avocados | Raley's"""
b'https://qz.com/774718/avocado-prices-in-the-us-are-up-because-of-climate-change-and-consumer-demand/',b'Avocado prices in the US are up because of climate change and ...'
b'https://www.wsj.com/articles/bloody-struggle-erupts-over-avocado-trade-1391223373',b'avocado'
b'https://www.ecowatch.com/6-reasons-to-eat-an-avocado-1881939442.html',b'6 Reasons to Eat an Avocado - EcoWatch'
b'https://draxe.com/nutrition/avocado-benefits/',"b'Avocado Benefits, Nutrition Facts, Recipes and More - Dr. Axe'"
b'https://www.motherjones.com/food/2014/10/avocado-drought-chile-california/',b'It Takes HOW Much Water to Grow an Avocado?! \xe2\x80\x93 Mother Jones'
b'https://www.theatlantic.com/health/archive/2013/03/oh-the-avocados-youre-missing/274197/',"b""Oh, the Avocados You're Missing! - The Atlantic"""
b'https://money.cnn.com/2017/01/27/news/economy/avocados-trump-mexico/index.html',b'Guess where all those avocados come from'
b'https://www.baldorfood.com/products/fruits/avocados',b'Avocados | Fruits | BaldorFood'
b'https://www.bbc.com/worklife/article/20190304-how-avocados-and-kale-became-so-popular',b'How avocados and kale became so popular - BBC Worklife'
b'https://www.loveandlemons.com/avocado-recipes/',b'54 Avocado Recipes for Every Meal - Love and Lemons'
b'https://www.bicycling.com/news/a29628885/avocado-improves-ldl-cholesterol-study/',b'Health Benefits of Avocado - Avocado Lowers LDL Cholesterol'
b'https://money.com/avocados-millennials-home-buying/',"b""Avocados Are Why You Can't Afford a Home, Millionaire Says | Money"""
b'https://products.wholefoodsmarket.com/product/organic-avocados-e3967e',"b'Organic Avocados, 1 avocado (medium) | Whole Foods Market'"
b'https://www.canr.msu.edu/news/avocado_consumption_environmental_and_social_considerations',b'Avocado consumption: environmental and social considerations ...'
b'https://www.foodnetwork.com/healthyeats/recipes/2014/12/5-surprising-health-benefits-of-avocados',b'5 Surprising Health Benefits of Avocados: Food Network | Food ...'
b'https://www.foxnews.com/health/washing-avocados-why-the-fda-recommends-cleaning-the-fruit-before-eating-it',b'Washing avocados? Why the FDA recommends cleaning the fruit ...'
b'https://www.smithsonianmag.com/arts-culture/why-the-avocado-should-have-gone-the-way-of-the-dodo-4976527/',b'Why the Avocado Should Have Gone the Way of the Dodo | Arts ...'
b'https://www.latimes.com/archives/la-xpm-1997-02-01-fi-24310-story.html',b'U.S. Lifts Ban on Avocados From Mexico - Los Angeles Times'
b'https://www.elle.com/beauty/health-fitness/g26344996/health-benefits-of-avocado/',"b'8 Avocado Benefits for Skin, Hair & Health - How To Use Avocado ...'"
b'https://www.foodiecrush.com/taco-stuffed-avocados-with-chipotle-cream/',b'Taco Stuffed Avocados with Chipotle Cream | foodiecrush.com'
b'https://www.producemarketguide.com/produce/avocados',b'Avocados | Produce Market Guide'
b'https://www.mashed.com/94177/things-probably-dont-know-avocados/',"b""Things you probably don't know about avocados"""
b'https://civileats.com/2019/06/04/trumps-mexico-tariffs-could-make-your-avocados-toast/',"b""Trump's Mexico Tariffs Could Make Your Avocados Toast | Civil Eats"""
b'https://ecofarmsusa.com/',"b'Eco Farms Avocados, Exotics and Citrus'"
b'https://www.kaggle.com/neuromusic/avocado-prices',b'Avocado Prices | Kaggle'
b'https://worldsfinestavocados.com/',b'Welcome to Mission Produce'
b'https://news.psu.edu/story/339842/2015/01/07/research/avocado-day-keeps-cardiologist-away',b'An avocado a day keeps the cardiologist away | Penn State University'
b'https://health.clevelandclinic.org/can-you-eat-too-much-avocado/',b'Can You Eat Too Much Avocado? \xe2\x80\x93 Health Essentials from ...'
b'https://www.everydayhealth.com/diet-nutrition/diet/avocados-health-benefits-nutrition-facts-weight-loss-info-more/',"b'Avocados 101: Health Benefits, Nutrition Facts, Weight Loss Info ...'"
b'https://equalexchange.coop/avocados',b'Avocados | Equal Exchange'
b'https://tacosandavocados.com/',b'Tacos & Avocados'
b'https://www.apartmenttherapy.com/how-to-grow-avocado-plants-258836',b'How to Grow Avocado Plants From Pits | Apartment Therapy'
b'https://www.avocadogreenmattress.com/',"b'Avocado Green Mattress: Organic Mattresses, Pillows & Bedding'"
b'https://www.calorieking.com/us/en/foods/f/calories-in-fresh-fruits-avocados-average-all-varieties-raw/zU9a9g9oQ5W3RHKaVFtG7A',"b'Calories in Avocados, average all varieties, raw | CalorieKing'"
b'https://www.delish.com/food-news/a25627912/fda-avocado-listeria-warning/',b'FDA Finds Listeria On Avocado Skins - Why You Should Wash Your ...'
b'https://www.agmrc.org/commodities-products/fruits/avocados',b'Avocados | Agricultural Marketing Resource Center'
b'https://foodfacts.mercola.com/avocado.html',b'What are Avocados Good For? - Mercola.com'
b'http://ucavo.ucr.edu/',b'Avocado Information Home Page'
b'https://aggie-horticulture.tamu.edu/fruit-nut/files/2015/04/avocados_2015.pdf',b'Avocados'
b'https://www.skinnytaste.com/turkey-taco-stuffed-avocados/',b'Low-Carb Turkey Taco Stuffed Avocados - Skinnytaste'
b'https://www.reuters.com/article/us-usa-immigration-trump-consumer/avocado-shortages-virgin-margaritas-border-shutdown-would-hit-american-palates-idUSKCN1RD1XA',"b'Avocado shortages, virgin margaritas: Border shutdown would hit ...'"
b'https://www.womansday.com/food-recipes/food-drinks/g23/30-awesome-avocado-recipes-36194/',b'60+ Easy Avocado Recipes - Cooking with Avocados'
b'https://inhabitat.com/how-to-grow-an-avocado-tree-from-an-avocado-pit/',b'HOW TO: Grow an Avocado Tree from Seed'
b'https://www.ahajournals.org/doi/abs/10.1161/jaha.114.001355',b'Effect of a Moderate Fat Diet With and Without Avocados on ...'
b'https://www.bonappetit.com/recipes/slideshow/40-avocado-recipes-so-you-can-eat-as-much-avocado-as-possible',"b'56 Avocado Recipes, So You Can Eat As Much of It As Possible ...'"
b'https://health.usnews.com/health-news/health-wellness/slideshows/unusual-uses-for-avocados',b'Unusual Uses for Avocados | Wellness | US News'
b'https://www.insider.com/avocado-shortages-rising-prices-may-ruin-millennials-favorite-food-2019-7',"b""Avocado shortages, rising prices may ruin millennials' favorite food ..."""
b'https://www.simplyrecipes.com/recipes/how_to_cut_and_peel_an_avocado/',b'How to Cut and Peel an Avocado | SimplyRecipes.com'
b'https://hassavocadoboard.com/',b'Hass Avocado Board: Home'
b'https://www.manrepeller.com/2013/10/the-avocado-theory.html',b'The Avocado Theory - Man Repeller'
b'https://www.atlasobscura.com/places/hass-avocado-mother-tree',"b'The Hass Avocado Mother Tree \xe2\x80\x93 La Habra Heights, California ...'"
